type,timestamp,source,event,event_type,entity_type,time_bucket,size_category,log_ip,destination,src_port,dst_port,length,level,pid
pcap,1776871286.3003273,35.160.212.253,TCP connection,connection,ip,20,small,,192.168.1.4,443,65289,66,,
pcap,1776871286.3005106,192.168.1.4,TCP connection,connection,ip,20,small,,35.160.212.253,65289,443,54,,
pcap,1776871286.301372,192.168.1.4,TCP connection,connection,ip,20,large,,35.160.212.253,65289,443,1304,,
pcap,1776871286.301372,192.168.1.4,TCP connection,connection,ip,20,large,,35.160.212.253,65289,443,622,,
pcap,1776871286.3217466,2600:9000:2242:de00:a:bc1b:aec0:21,TCP connection,connection,ip,20,small,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,53719,86,,
pcap,1776871286.3219647,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,TCP connection,connection,ip,20,small,,2600:9000:2242:de00:a:bc1b:aec0:21,53719,443,74,,
pcap,1776871286.3229284,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,TCP connection,connection,ip,20,large,,2600:9000:2242:de00:a:bc1b:aec0:21,53719,443,1294,,
pcap,1776871286.3229284,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,TCP connection,connection,ip,20,large,,2600:9000:2242:de00:a:bc1b:aec0:21,53719,443,625,,
pcap,1776871286.3461277,80.77.85.29,TCP connection,connection,ip,20,small,,192.168.1.4,443,64079,66,,
pcap,1776871286.3461277,35.160.212.253,TCP connection,connection,ip,20,small,,192.168.1.4,443,57185,54,,
pcap,1776871286.3461277,35.160.212.253,TCP connection,connection,ip,20,small,,192.168.1.4,443,57185,54,,
pcap,1776871286.346274,192.168.1.4,TCP connection,connection,ip,20,small,,80.77.85.29,64079,443,54,,
pcap,1776871286.3469324,192.168.1.4,TCP connection,connection,ip,20,large,,80.77.85.29,64079,443,1304,,
pcap,1776871286.3469324,192.168.1.4,TCP connection,connection,ip,20,large,,80.77.85.29,64079,443,594,,
pcap,1776871286.347069,35.160.212.253,TCP connection,connection,ip,20,large,,192.168.1.4,443,57185,2554,,
pcap,1776871286.3471758,192.168.1.4,TCP connection,connection,ip,20,small,,35.160.212.253,57185,443,54,,
pcap,1776871286.348375,35.160.212.253,TCP connection,connection,ip,20,large,,192.168.1.4,443,57185,1304,,
pcap,1776871286.350059,35.160.212.253,TCP connection,connection,ip,20,large,,192.168.1.4,443,57185,632,,
pcap,1776871286.350152,192.168.1.4,TCP connection,connection,ip,20,small,,35.160.212.253,57185,443,54,,
pcap,1776871286.3529973,192.168.1.4,TCP connection,connection,ip,20,medium,,35.160.212.253,57185,443,118,,
pcap,1776871286.3533213,192.168.1.4,TCP connection,connection,ip,20,medium,,35.160.212.253,57185,443,146,,
pcap,1776871286.3534777,192.168.1.4,TCP connection,connection,ip,20,large,,35.160.212.253,57185,443,903,,
pcap,1776871286.4040856,2404:6800:4007:834::2003,UDP connection,connection,ip,20,small,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,58943,86,,
pcap,1776871286.4144242,2600:9000:2242:de00:a:bc1b:aec0:21,TCP connection,connection,ip,20,small,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,53719,74,,
pcap,1776871286.4144242,2600:9000:2242:de00:a:bc1b:aec0:21,TCP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,53719,1294,,
pcap,1776871286.4162347,2600:9000:2242:de00:a:bc1b:aec0:21,TCP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,53719,3734,,
pcap,1776871286.4163578,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,TCP connection,connection,ip,20,small,,2600:9000:2242:de00:a:bc1b:aec0:21,53719,443,74,,
pcap,1776871286.4179919,2600:9000:2242:de00:a:bc1b:aec0:21,TCP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,53719,1114,,
pcap,1776871286.4182918,192.168.1.4,TCP connection,connection,ip,20,small,,23.208.64.225,64422,443,55,,
pcap,1776871286.4205441,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,TCP connection,connection,ip,20,medium,,2600:9000:2242:de00:a:bc1b:aec0:21,53719,443,138,,
pcap,1776871286.420772,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,TCP connection,connection,ip,20,medium,,2600:9000:2242:de00:a:bc1b:aec0:21,53719,443,166,,
pcap,1776871286.4209292,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,TCP connection,connection,ip,20,large,,2600:9000:2242:de00:a:bc1b:aec0:21,53719,443,529,,
pcap,1776871286.4233096,2606:4700:839a:6223:841b:884:ade6:7077,TCP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,63285,1013,,
pcap,1776871286.4236825,80.77.85.29,TCP connection,connection,ip,20,small,,192.168.1.4,443,58770,54,,
pcap,1776871286.4248385,80.77.85.29,TCP connection,connection,ip,20,large,,192.168.1.4,443,58770,2554,,
pcap,1776871286.4249277,192.168.1.4,TCP connection,connection,ip,20,small,,80.77.85.29,58770,443,54,,
pcap,1776871286.426349,80.77.85.29,TCP connection,connection,ip,20,large,,192.168.1.4,443,58770,2554,,
pcap,1776871286.426349,80.77.85.29,TCP connection,connection,ip,20,large,,192.168.1.4,443,58770,792,,
pcap,1776871286.4264646,192.168.1.4,TCP connection,connection,ip,20,small,,80.77.85.29,58770,443,54,,
pcap,1776871286.4272094,192.168.1.4,TCP connection,connection,ip,20,large,,18.141.109.184,61917,443,810,,
pcap,1776871286.4298954,fe80::43b9:ea7:9315:7318,UDP connection,connection,ip,20,medium,,fe80::26de:8aff:fe46:4781,58339,53,104,,
pcap,1776871286.4302323,fe80::43b9:ea7:9315:7318,UDP connection,connection,ip,20,medium,,fe80::26de:8aff:fe46:4781,51667,53,104,,
pcap,1776871286.4449778,37.19.206.163,TCP connection,connection,ip,20,small,,192.168.1.4,443,63268,78,,
pcap,1776871286.4449778,37.19.206.163,TCP connection,connection,ip,20,small,,192.168.1.4,443,63268,54,,
pcap,1776871286.445088,192.168.1.4,TCP connection,connection,ip,20,small,,37.19.206.163,63268,443,54,,
pcap,1776871286.4644687,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,TCP connection,connection,ip,20,small,,2606:4700:839a:6223:841b:884:ade6:7077,63285,443,74,,
pcap,1776871286.4841225,23.208.64.225,TCP connection,connection,ip,20,small,,192.168.1.4,443,64422,66,,
pcap,1776871286.4841225,fe80::26de:8aff:fe46:4781,UDP connection,connection,ip,20,medium,,fe80::43b9:ea7:9315:7318,53,58339,162,,
pcap,1776871286.4841225,fe80::26de:8aff:fe46:4781,UDP connection,connection,ip,20,medium,,fe80::43b9:ea7:9315:7318,53,51667,209,,
pcap,1776871286.4851997,192.168.1.4,TCP connection,connection,ip,20,small,,166.62.17.2,63924,80,66,,
pcap,1776871286.496321,2600:9000:2242:de00:a:bc1b:aec0:21,TCP connection,connection,ip,20,small,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,53719,74,,
pcap,1776871286.496321,2600:9000:2242:de00:a:bc1b:aec0:21,TCP connection,connection,ip,20,medium,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,53719,253,,
pcap,1776871286.496321,2600:9000:2242:de00:a:bc1b:aec0:21,TCP connection,connection,ip,20,medium,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,53719,145,,
pcap,1776871286.496426,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,TCP connection,connection,ip,20,small,,2600:9000:2242:de00:a:bc1b:aec0:21,53719,443,74,,
pcap,1776871286.4966495,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,TCP connection,connection,ip,20,medium,,2600:9000:2242:de00:a:bc1b:aec0:21,53719,443,105,,
pcap,1776871286.4982712,2600:9000:2242:de00:a:bc1b:aec0:21,TCP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,53719,1294,,
pcap,1776871286.498379,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,TCP connection,connection,ip,20,small,,2600:9000:2242:de00:a:bc1b:aec0:21,53719,443,74,,
pcap,1776871286.4986756,2600:9000:2242:de00:a:bc1b:aec0:21,TCP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,53719,1294,,
pcap,1776871286.4986756,2600:9000:2242:de00:a:bc1b:aec0:21,TCP connection,connection,ip,20,medium,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,53719,422,,
pcap,1776871286.4986756,2600:9000:2242:de00:a:bc1b:aec0:21,TCP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,53719,1294,,
pcap,1776871286.498792,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,TCP connection,connection,ip,20,small,,2600:9000:2242:de00:a:bc1b:aec0:21,53719,443,74,,
pcap,1776871286.5002651,2600:9000:2242:de00:a:bc1b:aec0:21,TCP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,53719,1294,,
pcap,1776871286.5003252,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,TCP connection,connection,ip,20,small,,2600:9000:2242:de00:a:bc1b:aec0:21,53719,443,74,,
pcap,1776871286.5012584,2600:9000:2242:de00:a:bc1b:aec0:21,TCP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,53719,4954,,
pcap,1776871286.5013363,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,TCP connection,connection,ip,20,small,,2600:9000:2242:de00:a:bc1b:aec0:21,53719,443,74,,
pcap,1776871286.510283,2600:9000:2242:de00:a:bc1b:aec0:21,TCP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,53719,2514,,
pcap,1776871286.51039,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,TCP connection,connection,ip,20,small,,2600:9000:2242:de00:a:bc1b:aec0:21,53719,443,74,,
pcap,1776871286.5104978,2600:9000:2242:de00:a:bc1b:aec0:21,TCP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,53719,2514,,
pcap,1776871286.5105388,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,TCP connection,connection,ip,20,small,,2600:9000:2242:de00:a:bc1b:aec0:21,53719,443,74,,
pcap,1776871286.5157394,2600:9000:2242:de00:a:bc1b:aec0:21,TCP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,53719,4954,,
pcap,1776871286.5158453,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,TCP connection,connection,ip,20,small,,2600:9000:2242:de00:a:bc1b:aec0:21,53719,443,74,,
pcap,1776871286.518073,2600:9000:2242:de00:a:bc1b:aec0:21,TCP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,53719,4954,,
pcap,1776871286.5181801,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,TCP connection,connection,ip,20,small,,2600:9000:2242:de00:a:bc1b:aec0:21,53719,443,74,,
pcap,1776871286.5182757,2600:9000:2242:de00:a:bc1b:aec0:21,TCP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,53719,2514,,
pcap,1776871286.5183132,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,TCP connection,connection,ip,20,small,,2600:9000:2242:de00:a:bc1b:aec0:21,53719,443,74,,
pcap,1776871286.5187118,2600:9000:2242:de00:a:bc1b:aec0:21,TCP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,53719,2514,,
pcap,1776871286.5187745,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,TCP connection,connection,ip,20,small,,2600:9000:2242:de00:a:bc1b:aec0:21,53719,443,74,,
pcap,1776871286.5236485,2600:9000:2242:de00:a:bc1b:aec0:21,TCP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,53719,3734,,
pcap,1776871286.5237656,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,TCP connection,connection,ip,20,small,,2600:9000:2242:de00:a:bc1b:aec0:21,53719,443,74,,
pcap,1776871286.5537298,18.141.109.184,TCP connection,connection,ip,20,large,,192.168.1.4,443,61917,715,,
pcap,1776871286.5581498,fe80::43b9:ea7:9315:7318,UDP connection,connection,ip,20,medium,,fe80::26de:8aff:fe46:4781,58339,53,107,,
pcap,1776871286.5583167,fe80::43b9:ea7:9315:7318,UDP connection,connection,ip,20,medium,,fe80::26de:8aff:fe46:4781,51667,53,107,,
pcap,1776871286.583573,2600:9000:2242:de00:a:bc1b:aec0:21,TCP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,53719,3734,,
pcap,1776871286.5837395,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,TCP connection,connection,ip,20,small,,2600:9000:2242:de00:a:bc1b:aec0:21,53719,443,74,,
pcap,1776871286.583867,2600:9000:2242:de00:a:bc1b:aec0:21,TCP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,53719,3734,,
pcap,1776871286.583917,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,TCP connection,connection,ip,20,small,,2600:9000:2242:de00:a:bc1b:aec0:21,53719,443,74,,
pcap,1776871286.5937142,2600:9000:2242:de00:a:bc1b:aec0:21,TCP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,53719,1294,,
pcap,1776871286.5941117,2600:9000:2242:de00:a:bc1b:aec0:21,TCP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,53719,1294,,
pcap,1776871286.5941117,2600:9000:2242:de00:a:bc1b:aec0:21,TCP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,53719,4954,,
pcap,1776871286.5942054,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,TCP connection,connection,ip,20,small,,2600:9000:2242:de00:a:bc1b:aec0:21,53719,443,74,,
pcap,1776871286.5943482,2600:9000:2242:de00:a:bc1b:aec0:21,TCP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,53719,1294,,
pcap,1776871286.5951626,2600:9000:2242:de00:a:bc1b:aec0:21,TCP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,53719,2514,,
pcap,1776871286.5952458,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,TCP connection,connection,ip,20,small,,2600:9000:2242:de00:a:bc1b:aec0:21,53719,443,74,,
pcap,1776871286.5992017,2600:9000:2242:de00:a:bc1b:aec0:21,TCP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,53719,4954,,
pcap,1776871286.5992937,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,TCP connection,connection,ip,20,small,,2600:9000:2242:de00:a:bc1b:aec0:21,53719,443,74,,
pcap,1776871286.6005702,166.62.17.2,TCP connection,connection,ip,20,small,,192.168.1.4,80,63924,66,,
pcap,1776871286.6005702,35.160.212.253,TCP connection,connection,ip,20,small,,192.168.1.4,443,65289,54,,
pcap,1776871286.6006875,192.168.1.4,TCP connection,connection,ip,20,small,,166.62.17.2,63924,80,54,,
pcap,1776871286.6010346,192.168.1.4,TCP connection,connection,ip,20,medium,,166.62.17.2,63924,80,347,,
pcap,1776871286.601062,35.160.212.253,TCP connection,connection,ip,20,large,,192.168.1.4,443,65289,3804,,
pcap,1776871286.601062,35.160.212.253,TCP connection,connection,ip,20,large,,192.168.1.4,443,65289,632,,
pcap,1776871286.6011915,192.168.1.4,TCP connection,connection,ip,20,small,,35.160.212.253,65289,443,54,,
pcap,1776871286.601991,192.168.1.4,TCP connection,connection,ip,20,medium,,35.160.212.253,65289,443,118,,
pcap,1776871286.602837,192.168.1.4,TCP connection,connection,ip,20,small,,18.141.109.184,61917,443,54,,
pcap,1776871286.6051297,2600:9000:2242:de00:a:bc1b:aec0:21,TCP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,53719,6174,,
pcap,1776871286.6052198,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,TCP connection,connection,ip,20,small,,2600:9000:2242:de00:a:bc1b:aec0:21,53719,443,74,,
pcap,1776871286.605311,2600:9000:2242:de00:a:bc1b:aec0:21,TCP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,53719,1294,,
pcap,1776871286.6122122,2600:9000:2242:de00:a:bc1b:aec0:21,TCP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,53719,1294,,
pcap,1776871286.6122122,2600:9000:2242:de00:a:bc1b:aec0:21,TCP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,53719,1038,,
pcap,1776871286.612324,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,TCP connection,connection,ip,20,small,,2600:9000:2242:de00:a:bc1b:aec0:21,53719,443,74,,
pcap,1776871286.629557,192.168.1.4,TCP connection,connection,ip,20,small,,135.125.170.102,57315,443,66,,
pcap,1776871286.6300392,fe80::26de:8aff:fe46:4781,UDP connection,connection,ip,20,medium,,fe80::43b9:ea7:9315:7318,53,51667,261,,
pcap,1776871286.6300392,fe80::26de:8aff:fe46:4781,UDP connection,connection,ip,20,medium,,fe80::43b9:ea7:9315:7318,53,58339,221,,
pcap,1776871286.6311443,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,TCP connection,connection,ip,20,small,,2600:140f:6600:291::1ec4,53774,443,86,,
pcap,1776871286.6484869,35.160.212.253,TCP connection,connection,ip,20,small,,192.168.1.4,443,57185,54,,
pcap,1776871286.6484869,35.160.212.253,TCP connection,connection,ip,20,medium,,192.168.1.4,443,57185,233,,
pcap,1776871286.6484869,35.160.212.253,TCP connection,connection,ip,20,medium,,192.168.1.4,443,57185,125,,
pcap,1776871286.648617,192.168.1.4,TCP connection,connection,ip,20,small,,35.160.212.253,57185,443,54,,
pcap,1776871286.6491416,192.168.1.4,TCP connection,connection,ip,20,small,,35.160.212.253,57185,443,85,,
pcap,1776871286.651251,35.160.212.253,TCP connection,connection,ip,20,large,,192.168.1.4,443,57185,722,,
pcap,1776871286.653643,35.160.212.253,TCP connection,connection,ip,20,small,,192.168.1.4,443,57185,85,,
pcap,1776871286.6537225,192.168.1.4,TCP connection,connection,ip,20,small,,35.160.212.253,57185,443,54,,
pcap,1776871286.6786141,2600:140f:6600:291::1ec4,TCP connection,connection,ip,20,small,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,53774,86,,
pcap,1776871286.678779,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,TCP connection,connection,ip,20,small,,2600:140f:6600:291::1ec4,53774,443,74,,
pcap,1776871286.6793127,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,TCP connection,connection,ip,20,large,,2600:140f:6600:291::1ec4,53774,443,1304,,
pcap,1776871286.6793127,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,TCP connection,connection,ip,20,large,,2600:140f:6600:291::1ec4,53774,443,613,,
pcap,1776871286.6893003,2406:2600:7:100::3,TCP connection,connection,ip,20,medium,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,59625,113,,
pcap,1776871286.6896195,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,TCP connection,connection,ip,20,small,,2406:2600:7:100::3,59625,443,74,,
pcap,1776871286.6959422,80.77.85.29,TCP connection,connection,ip,20,small,,192.168.1.4,443,64079,54,,
pcap,1776871286.7020042,80.77.85.29,TCP connection,connection,ip,20,large,,192.168.1.4,443,64079,5054,,
pcap,1776871286.7021365,192.168.1.4,TCP connection,connection,ip,20,small,,80.77.85.29,64079,443,54,,
pcap,1776871286.7032914,80.77.85.29,TCP connection,connection,ip,20,large,,192.168.1.4,443,64079,792,,
pcap,1776871286.7076526,166.62.17.2,TCP connection,connection,ip,20,small,,192.168.1.4,80,63924,54,,
pcap,1776871286.7076526,166.62.17.2,TCP connection,connection,ip,20,large,,192.168.1.4,80,63924,1304,,
pcap,1776871286.7076526,166.62.17.2,TCP connection,connection,ip,20,small,,192.168.1.4,80,63924,54,,
pcap,1776871286.7076526,166.62.17.2,TCP connection,connection,ip,20,medium,,192.168.1.4,80,63924,455,,
pcap,1776871286.7076526,166.62.17.2,TCP connection,connection,ip,20,small,,192.168.1.4,80,63924,54,,
pcap,1776871286.707768,192.168.1.4,TCP connection,connection,ip,20,small,,166.62.17.2,63924,80,54,,
pcap,1776871286.707873,192.168.1.4,TCP connection,connection,ip,20,small,,166.62.17.2,63924,80,54,,
pcap,1776871286.7088704,192.168.1.4,TCP connection,connection,ip,20,small,,166.62.17.2,63924,80,54,,
pcap,1776871286.7120502,192.168.1.4,TCP connection,connection,ip,20,small,,80.77.85.29,58770,443,84,,
pcap,1776871286.7122328,192.168.1.4,TCP connection,connection,ip,20,small,,80.77.85.29,64079,443,84,,
pcap,1776871286.7122881,192.168.1.4,TCP connection,connection,ip,20,small,,80.77.85.29,64079,443,54,,
pcap,1776871286.7124443,192.168.1.4,TCP connection,connection,ip,20,small,,80.77.85.29,58770,443,54,,
pcap,1776871286.728899,2600:140f:6600:291::1ec4,TCP connection,connection,ip,20,small,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,53774,74,,
pcap,1776871286.728899,2600:140f:6600:291::1ec4,TCP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,53774,3764,,
pcap,1776871286.7292397,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,TCP connection,connection,ip,20,small,,2600:140f:6600:291::1ec4,53774,443,74,,
pcap,1776871286.7305748,2600:140f:6600:291::1ec4,TCP connection,connection,ip,20,medium,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,53774,458,,
pcap,1776871286.7306392,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,TCP connection,connection,ip,20,small,,2600:140f:6600:291::1ec4,53774,443,74,,
pcap,1776871286.7319684,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,TCP connection,connection,ip,20,medium,,2600:140f:6600:291::1ec4,53774,443,154,,
pcap,1776871286.7321875,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,TCP connection,connection,ip,20,large,,2600:140f:6600:291::1ec4,53774,443,1072,,
pcap,1776871286.7837143,2600:140f:6600:291::1ec4,TCP connection,connection,ip,20,small,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,53774,74,,
pcap,1776871286.7837143,2600:140f:6600:291::1ec4,TCP connection,connection,ip,20,medium,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,53774,393,,
pcap,1776871286.7837143,2600:140f:6600:291::1ec4,TCP connection,connection,ip,20,small,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,53774,74,,
pcap,1776871286.7837143,2600:140f:6600:291::1ec4,TCP connection,connection,ip,20,medium,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,53774,393,,
pcap,1776871286.7837143,2600:140f:6600:291::1ec4,TCP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,53774,879,,
pcap,1776871286.783853,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,TCP connection,connection,ip,20,small,,2600:140f:6600:291::1ec4,53774,443,74,,
pcap,1776871286.783935,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,TCP connection,connection,ip,20,small,,2600:140f:6600:291::1ec4,53774,443,74,,
pcap,1776871286.787019,192.168.1.4,TCP connection,connection,ip,20,large,,18.141.109.184,61917,443,826,,
pcap,1776871286.8130765,166.62.17.2,TCP connection,connection,ip,20,small,,192.168.1.4,80,63924,54,,
pcap,1776871286.8204012,192.168.1.4,TCP connection,connection,ip,20,small,,103.43.90.53,59124,443,66,,
pcap,1776871286.8454297,135.125.170.102,TCP connection,connection,ip,20,small,,192.168.1.4,443,57315,66,,
pcap,1776871286.845552,192.168.1.4,TCP connection,connection,ip,20,small,,135.125.170.102,57315,443,54,,
pcap,1776871286.846047,192.168.1.4,TCP connection,connection,ip,20,large,,135.125.170.102,57315,443,1304,,
pcap,1776871286.846047,192.168.1.4,TCP connection,connection,ip,20,large,,135.125.170.102,57315,443,590,,
pcap,1776871286.882927,192.168.1.4,TCP connection,connection,ip,20,small,,192.168.1.2,55412,8009,55,,
pcap,1776871286.8872695,192.168.1.2,TCP connection,connection,ip,20,small,,192.168.1.4,8009,55412,66,,
pcap,1776871286.8946452,2406:2600:7:100::3,TCP connection,connection,ip,20,small,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,59625,74,,
pcap,1776871286.8946452,2406:2600:7:100::3,TCP connection,connection,ip,20,small,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,59625,98,,
pcap,1776871286.8947096,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,TCP connection,connection,ip,20,small,,2406:2600:7:100::3,59625,443,74,,
pcap,1776871286.8947735,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,TCP connection,connection,ip,20,small,,2406:2600:7:100::3,59625,443,74,,
pcap,1776871286.8996954,192.168.1.4,UDP connection,connection,ip,20,medium,,224.0.0.251,5353,5353,186,,
pcap,1776871286.9003289,fe80::43b9:ea7:9315:7318,UDP connection,connection,ip,20,medium,,ff02::fb,5353,5353,206,,
pcap,1776871286.903849,35.160.212.253,TCP connection,connection,ip,20,small,,192.168.1.4,443,65289,54,,
pcap,1776871286.903849,35.160.212.253,TCP connection,connection,ip,20,medium,,192.168.1.4,443,65289,233,,
pcap,1776871286.903849,35.160.212.253,TCP connection,connection,ip,20,medium,,192.168.1.4,443,65289,116,,
pcap,1776871286.9039602,192.168.1.4,TCP connection,connection,ip,20,small,,35.160.212.253,65289,443,54,,
pcap,1776871286.939119,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,large,,2404:6800:4007:815::200e,58070,443,1288,,
pcap,1776871286.939263,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,large,,2404:6800:4007:815::200e,58070,443,1004,,
pcap,1776871286.988653,35.160.212.253,TCP connection,connection,ip,20,small,,192.168.1.4,443,57185,54,,
pcap,1776871287.0151536,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,TCP connection,connection,ip,20,large,,2606:4700:91b6:68b8:e11b:5fb:f740:4dfc,51218,443,1304,,
pcap,1776871287.0151536,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,TCP connection,connection,ip,20,large,,2606:4700:91b6:68b8:e11b:5fb:f740:4dfc,51218,443,750,,
pcap,1776871287.0152667,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,TCP connection,connection,ip,20,medium,,2606:4700:91b6:68b8:e11b:5fb:f740:4dfc,51218,443,113,,
pcap,1776871287.0152853,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,TCP connection,connection,ip,20,large,,2606:4700:91b6:68b8:e11b:5fb:f740:4dfc,51218,443,1031,,
pcap,1776871287.0383508,80.77.85.29,TCP connection,connection,ip,20,small,,192.168.1.4,443,58770,66,,
pcap,1776871287.0383508,80.77.85.29,TCP connection,connection,ip,20,small,,192.168.1.4,443,58770,54,,
pcap,1776871287.0383508,80.77.85.29,TCP connection,connection,ip,20,small,,192.168.1.4,443,58770,54,,
pcap,1776871287.0384433,192.168.1.4,TCP connection,connection,ip,20,small,,80.77.85.29,58770,443,54,,
